"Date","Price","Open","High","Low","Vol.","Change %"
"06/22/2021","1,778.51","1,783.23","1,790.42","1,771.99","","-0.25%"
"06/21/2021","1,782.95","1,764.44","1,786.75","1,764.44","","1.11%"
"06/18/2021","1,763.34","1,772.73","1,797.24","1,761.04","","-0.56%"
"06/17/2021","1,773.31","1,812.18","1,825.58","1,766.88","","-2.13%"
"06/16/2021","1,811.95","1,858.96","1,862.43","1,804.19","","-2.51%"
"06/15/2021","1,858.69","1,866.26","1,869.67","1,851.28","","-0.39%"
"06/14/2021","1,865.99","1,874.59","1,878.21","1,844.57","","-0.57%"
"06/11/2021","1,876.64","1,898.42","1,903.30","1,874.07","","-1.13%"
"06/10/2021","1,898.14","1,888.57","1,900.09","1,869.84","","0.52%"
"06/09/2021","1,888.30","1,893.49","1,899.40","1,886.58","","-0.24%"
"06/08/2021","1,892.82","1,898.99","1,903.95","1,883.38","","-0.33%"
"06/07/2021","1,899.00","1,888.49","1,900.41","1,880.88","","0.48%"
"06/04/2021","1,889.97","1,871.32","1,896.60","1,856.09","","1.04%"
"06/03/2021","1,870.57","1,908.09","1,909.89","1,865.11","","-1.96%"
"06/02/2021","1,907.94","1,900.05","1,909.34","1,894.05","","0.41%"
"06/01/2021","1,900.19","1,907.53","1,916.84","1,892.28","","-0.32%"
"05/31/2021","1,906.36","1,903.69","1,911.13","1,901.56","","0.20%"
"05/28/2021","1,902.64","1,897.05","1,905.90","1,881.84","","0.35%"
"05/27/2021","1,896.08","1,896.49","1,903.87","1,888.22","","-0.02%"
"05/26/2021","1,896.44","1,899.49","1,913.15","1,890.34","","-0.15%"
"05/25/2021","1,899.26","1,880.69","1,900.63","1,872.73","","0.97%"
"05/24/2021","1,881.07","1,882.34","1,887.44","1,875.19","","0.04%"
"05/21/2021","1,880.30","1,876.84","1,889.85","1,870.01","","0.19%"
"05/20/2021","1,876.69","1,869.74","1,884.12","1,863.53","","0.38%"
"05/19/2021","1,869.57","1,869.59","1,890.15","1,851.94","","0.07%"
"05/18/2021","1,868.22","1,866.59","1,875.40","1,862.94","","0.11%"
"05/17/2021","1,866.13","1,843.84","1,868.80","1,841.24","","1.30%"
"05/14/2021","1,842.19","1,826.49","1,845.55","1,819.79","","0.86%"
"05/13/2021","1,826.57","1,815.90","1,828.81","1,808.78","","0.61%"
"05/12/2021","1,815.44","1,837.40","1,843.69","1,813.00","","-1.17%"
"05/11/2021","1,836.94","1,834.58","1,842.32","1,817.68","","0.08%"
"05/10/2021","1,835.44","1,833.24","1,845.53","1,830.09","","0.27%"
"05/07/2021","1,830.48","1,815.48","1,843.45","1,812.90","","0.84%"
"05/06/2021","1,815.18","1,787.09","1,818.21","1,781.67","","1.61%"
"05/05/2021","1,786.44","1,778.91","1,788.35","1,769.95","","0.45%"
"05/04/2021","1,778.48","1,792.29","1,799.38","1,770.84","","-0.77%"
"05/03/2021","1,792.36","1,768.49","1,798.22","1,765.91","","1.34%"
"04/30/2021","1,768.59","1,772.90","1,773.98","1,763.73","","-0.15%"
"04/29/2021","1,771.24","1,780.90","1,790.43","1,756.19","","-0.57%"
"04/28/2021","1,781.32","1,776.80","1,782.85","1,762.56","","0.26%"
"04/27/2021","1,776.69","1,780.42","1,785.90","1,773.52","","-0.20%"
"04/26/2021","1,780.19","1,776.34","1,783.69","1,768.70","","0.17%"
"04/23/2021","1,777.18","1,784.33","1,796.06","1,770.05","","-0.38%"
"04/22/2021","1,783.94","1,794.15","1,798.29","1,776.83","","-0.53%"
"04/21/2021","1,793.46","1,778.64","1,797.98","1,775.95","","0.91%"
"04/20/2021","1,777.25","1,770.30","1,780.77","1,763.18","","0.45%"
"04/19/2021","1,769.31","1,779.50","1,790.54","1,765.98","","-0.39%"
"04/16/2021","1,776.31","1,763.84","1,784.07","1,759.79","","0.74%"
"04/15/2021","1,763.21","1,737.10","1,769.91","1,734.10","","1.57%"
"04/14/2021","1,736.00","1,744.30","1,749.58","1,732.13","","-0.45%"
"04/13/2021","1,743.83","1,732.59","1,749.23","1,723.27","","0.65%"
"04/12/2021","1,732.51","1,743.80","1,745.36","1,727.18","","-0.61%"
"04/09/2021","1,743.10","1,756.54","1,757.47","1,731.09","","-0.73%"
"04/08/2021","1,755.94","1,737.84","1,759.13","1,732.99","","1.07%"
"04/07/2021","1,737.28","1,742.96","1,744.57","1,730.13","","-0.36%"
"04/06/2021","1,743.57","1,728.49","1,745.68","1,726.82","","0.88%"
"04/05/2021","1,728.44","1,728.74","1,733.75","1,721.22","","-0.02%"
"04/02/2021","1,728.84","1,730.47","1,732.55","1,728.67","","-0.08%"
"04/01/2021","1,730.18","1,708.09","1,730.80","1,705.42","","1.36%"
"03/31/2021","1,707.01","1,685.59","1,715.28","1,677.93","","1.32%"
"03/30/2021","1,684.80","1,712.55","1,714.74","1,678.85","","-1.59%"
"03/29/2021","1,711.99","1,732.15","1,733.34","1,705.58","","-1.15%"
"03/26/2021","1,731.97","1,727.30","1,737.01","1,721.23","","0.30%"
"03/25/2021","1,726.82","1,735.65","1,745.95","1,721.84","","-0.42%"
"03/24/2021","1,734.19","1,727.80","1,738.56","1,723.85","","0.41%"
"03/23/2021","1,727.11","1,739.05","1,742.85","1,724.42","","-0.67%"
"03/22/2021","1,738.69","1,745.74","1,747.18","1,727.40","","-0.35%"
"03/19/2021","1,744.74","1,735.90","1,746.88","1,728.04","","0.48%"
"03/18/2021","1,736.41","1,745.09","1,755.59","1,719.05","","-0.46%"
"03/17/2021","1,744.44","1,730.61","1,751.81","1,724.14","","0.78%"
"03/16/2021","1,730.94","1,730.57","1,741.40","1,725.80","","-0.05%"
"03/15/2021","1,731.84","1,727.74","1,734.99","1,721.31","","0.31%"
"03/12/2021","1,726.41","1,721.59","1,728.42","1,698.85","","0.29%"
"03/11/2021","1,721.41","1,726.55","1,739.99","1,719.38","","-0.27%"
"03/10/2021","1,726.05","1,715.94","1,726.76","1,707.99","","0.62%"
"03/09/2021","1,715.36","1,682.55","1,720.83","1,679.80","","2.03%"
"03/08/2021","1,681.24","1,702.80","1,714.45","1,676.70","","-1.15%"
"03/05/2021","1,700.86","1,698.59","1,707.76","1,687.12","","0.22%"
"03/04/2021","1,697.19","1,711.84","1,723.34","1,690.64","","-0.80%"
"03/03/2021","1,710.95","1,738.59","1,740.85","1,701.94","","-1.56%"
"03/02/2021","1,738.09","1,724.10","1,738.89","1,707.18","","0.83%"
"03/01/2021","1,723.84","1,733.40","1,760.02","1,719.52","","-0.56%"
"02/26/2021","1,733.49","1,770.49","1,776.10","1,717.26","","-2.06%"
"02/25/2021","1,769.88","1,804.80","1,806.06","1,765.44","","-1.91%"
"02/24/2021","1,804.36","1,805.34","1,813.99","1,783.30","","-0.04%"
"02/23/2021","1,805.06","1,809.09","1,816.27","1,795.78","","-0.20%"
"02/22/2021","1,808.66","1,782.24","1,812.76","1,780.46","","1.48%"
"02/19/2021","1,782.31","1,776.19","1,791.70","1,760.13","","0.38%"
"02/18/2021","1,775.49","1,776.69","1,789.88","1,767.98","","-0.04%"
"02/17/2021","1,776.26","1,794.65","1,795.45","1,769.27","","-1.01%"
"02/16/2021","1,794.31","1,819.34","1,826.75","1,789.19","","-1.33%"
"02/15/2021","1,818.51","1,825.34","1,827.59","1,815.71","","-0.27%"
"02/12/2021","1,823.46","1,825.90","1,830.80","1,810.33","","-0.10%"
"02/11/2021","1,825.36","1,842.65","1,847.95","1,820.63","","-0.91%"
"02/10/2021","1,842.22","1,837.55","1,855.70","1,833.91","","0.28%"
"02/09/2021","1,837.06","1,830.59","1,849.15","1,828.63","","0.38%"
"02/08/2021","1,830.16","1,815.44","1,839.15","1,807.48","","1.02%"
"02/05/2021","1,811.62","1,792.49","1,815.32","1,791.80","","1.08%"
"02/04/2021","1,792.26","1,834.34","1,835.13","1,785.15","","-2.26%"
"02/03/2021","1,833.76","1,837.49","1,845.29","1,829.49","","-0.20%"
"02/02/2021","1,837.35","1,860.84","1,864.26","1,829.46","","-1.23%"
"02/01/2021","1,860.16","1,863.05","1,871.84","1,849.04","","0.76%"
"01/29/2021","1,846.09","1,840.90","1,876.03","1,839.56","","0.31%"
"01/28/2021","1,840.36","1,844.34","1,864.26","1,833.81","","-0.20%"
"01/27/2021","1,843.99","1,850.65","1,853.58","1,831.29","","-0.34%"
"01/26/2021","1,850.31","1,855.55","1,861.86","1,848.36","","-0.25%"
"01/25/2021","1,854.99","1,855.75","1,868.45","1,847.30","","0.13%"
"01/22/2021","1,852.55","1,870.09","1,871.17","1,837.09","","-0.93%"
"01/21/2021","1,869.91","1,871.07","1,875.45","1,858.16","","-0.05%"
"01/20/2021","1,870.91","1,840.05","1,872.03","1,832.46","","1.72%"
"01/19/2021","1,839.34","1,838.09","1,845.98","1,833.06","","0.13%"
"01/18/2021","1,836.89","1,828.94","1,840.95","1,810.46","","0.56%"
"01/15/2021","1,826.59","1,846.80","1,856.85","1,823.21","","-1.07%"
"01/14/2021","1,846.37","1,843.94","1,857.59","1,833.21","","0.16%"
"01/13/2021","1,843.41","1,856.19","1,863.26","1,843.34","","-0.66%"
"01/12/2021","1,855.63","1,845.34","1,864.08","1,837.41","","0.59%"
"01/11/2021","1,844.66","1,849.34","1,857.05","1,817.14","","-0.19%"
"01/08/2021","1,848.26","1,912.90","1,917.85","1,828.74","","-3.36%"
"01/07/2021","1,912.50","1,919.40","1,927.97","1,906.86","","-0.33%"
"01/06/2021","1,918.81","1,950.30","1,959.60","1,901.11","","-1.57%"
"01/05/2021","1,949.35","1,942.65","1,953.17","1,934.08","","0.36%"
"01/04/2021","1,942.28","1,906.05","1,944.65","1,905.36","","2.33%"
"01/01/2021","1,898.10","1,897.69","1,899.12","1,897.39","","0.09%"
"12/31/2020","1,896.49","1,893.55","1,901.26","1,884.77","","0.16%"
"12/30/2020","1,893.37","1,878.34","1,894.06","1,875.66","","0.82%"
"12/29/2020","1,877.99","1,872.24","1,886.91","1,870.99","","0.36%"
"12/28/2020","1,871.19","1,885.93","1,900.53","1,869.21","","-0.25%"
"12/25/2020","1,875.82","1,877.07","1,877.07","1,877.07","","-0.04%"
"12/24/2020","1,876.56","1,872.74","1,882.55","1,869.52","","0.24%"
"12/23/2020","1,872.08","1,859.99","1,878.59","1,858.59","","0.67%"
"12/22/2020","1,859.56","1,876.65","1,884.61","1,858.73","","-0.89%"
"12/21/2020","1,876.21","1,883.20","1,906.93","1,856.69","","-0.24%"
"12/18/2020","1,880.66","1,885.80","1,889.88","1,876.97","","-0.28%"
"12/17/2020","1,885.87","1,864.26","1,896.26","1,861.83","","1.17%"
"12/16/2020","1,864.15","1,853.94","1,866.20","1,844.75","","0.58%"
"12/15/2020","1,853.46","1,827.80","1,855.76","1,825.29","","1.44%"
"12/14/2020","1,827.17","1,839.30","1,839.86","1,819.92","","-0.64%"
"12/11/2020","1,839.03","1,835.55","1,847.89","1,824.23","","0.20%"
"12/10/2020","1,835.31","1,839.59","1,850.40","1,828.48","","-0.21%"
"12/09/2020","1,839.11","1,871.19","1,871.37","1,825.71","","-1.72%"
"12/08/2020","1,871.36","1,863.55","1,875.79","1,859.83","","0.41%"
"12/07/2020","1,863.69","1,837.99","1,868.76","1,822.99","","1.42%"
"12/04/2020","1,837.61","1,841.05","1,848.26","1,829.30","","-0.15%"
"12/03/2020","1,840.36","1,831.34","1,844.45","1,823.60","","0.51%"
"12/02/2020","1,831.01","1,815.19","1,832.65","1,806.99","","0.89%"
"12/01/2020","1,814.87","1,777.40","1,817.55","1,775.52","","2.13%"
"11/30/2020","1,777.02","1,789.05","1,789.99","1,764.69","","-0.62%"
"11/27/2020","1,788.13","1,811.09","1,813.81","1,773.93","","-1.24%"
"11/26/2020","1,810.57","1,805.74","1,818.78","1,805.31","","0.29%"
"11/25/2020","1,805.30","1,807.69","1,817.98","1,801.33","","-0.12%"
"11/24/2020","1,807.51","1,836.65","1,839.26","1,800.69","","-1.54%"
"11/23/2020","1,835.85","1,869.84","1,876.72","1,830.85","","-1.85%"
"11/20/2020","1,870.49","1,867.59","1,879.98","1,860.66","","0.17%"
"11/19/2020","1,867.37","1,871.44","1,874.34","1,852.48","","-0.22%"
"11/18/2020","1,871.41","1,878.60","1,884.92","1,863.94","","-0.38%"
"11/17/2020","1,878.60","1,889.15","1,893.90","1,877.69","","-0.52%"
"11/16/2020","1,888.52","1,888.74","1,899.35","1,864.74","","0.03%"
"11/13/2020","1,888.04","1,876.44","1,897.16","1,873.76","","0.65%"
"11/12/2020","1,875.76","1,865.30","1,883.88","1,862.46","","0.59%"
"11/11/2020","1,864.71","1,877.34","1,884.93","1,856.05","","-0.63%"
"11/10/2020","1,876.50","1,862.15","1,890.60","1,860.30","","0.79%"
"11/09/2020","1,861.86","1,954.65","1,965.92","1,850.36","","-4.59%"
"11/06/2020","1,951.51","1,949.24","1,960.77","1,935.40","","0.15%"
"11/05/2020","1,948.56","1,903.65","1,952.95","1,902.43","","2.38%"
"11/04/2020","1,903.21","1,908.59","1,916.68","1,883.15","","-0.27%"
"11/03/2020","1,908.36","1,895.80","1,910.71","1,886.81","","0.70%"
"11/02/2020","1,895.10","1,878.59","1,896.12","1,873.21","","0.91%"
"10/30/2020","1,877.95","1,868.24","1,889.85","1,864.64","","0.58%"
"10/29/2020","1,867.13","1,876.94","1,885.42","1,859.67","","-0.53%"
"10/28/2020","1,877.06","1,908.05","1,911.03","1,869.59","","-1.56%"
"10/27/2020","1,906.83","1,902.19","1,911.34","1,897.47","","0.27%"
"10/26/2020","1,901.69","1,902.34","1,908.55","1,890.90","","0.05%"
"10/23/2020","1,900.79","1,904.24","1,914.30","1,894.54","","-0.17%"
"10/22/2020","1,904.04","1,924.34","1,926.00","1,894.80","","-1.06%"
"10/21/2020","1,924.49","1,908.65","1,931.41","1,907.94","","0.95%"
"10/20/2020","1,906.39","1,904.24","1,914.20","1,894.74","","0.11%"
"10/19/2020","1,904.27","1,899.94","1,918.59","1,897.09","","0.28%"
"10/16/2020","1,898.97","1,907.95","1,914.06","1,897.59","","-0.46%"
"10/15/2020","1,907.82","1,900.31","1,909.22","1,889.46","","0.36%"
"10/14/2020","1,900.89","1,891.90","1,913.03","1,882.44","","0.53%"
"10/13/2020","1,890.82","1,922.42","1,925.73","1,886.59","","-1.62%"
"10/12/2020","1,921.95","1,930.50","1,933.45","1,918.19","","-0.39%"
"10/09/2020","1,929.43","1,894.19","1,930.83","1,893.32","","1.92%"
"10/08/2020","1,893.09","1,887.40","1,900.73","1,881.86","","0.31%"
"10/07/2020","1,887.22","1,878.84","1,898.31","1,873.05","","0.54%"
"10/06/2020","1,877.13","1,913.28","1,921.10","1,874.57","","-1.87%"
"10/05/2020","1,912.90","1,902.24","1,918.74","1,886.81","","0.75%"
"10/02/2020","1,898.70","1,905.65","1,917.28","1,889.57","","-0.33%"
"10/01/2020","1,905.05","1,885.80","1,912.09","1,884.48","","1.04%"
"09/30/2020","1,885.44","1,897.81","1,902.39","1,881.31","","-0.65%"
"09/29/2020","1,897.69","1,881.40","1,899.24","1,875.56","","0.90%"
"09/28/2020","1,880.85","1,859.00","1,883.39","1,849.19","","1.12%"
"09/25/2020","1,860.05","1,868.61","1,875.28","1,852.59","","-0.43%"
"09/24/2020","1,868.04","1,863.42","1,877.30","1,848.45","","0.24%"
"09/23/2020","1,863.55","1,900.20","1,905.56","1,855.77","","-1.88%"
"09/22/2020","1,899.28","1,912.80","1,919.99","1,894.93","","-0.69%"
"09/21/2020","1,912.57","1,949.55","1,955.75","1,883.21","","-1.90%"
"09/18/2020","1,949.69","1,943.87","1,960.20","1,941.79","","0.37%"
"09/17/2020","1,942.60","1,959.99","1,963.48","1,932.99","","-0.85%"
"09/16/2020","1,959.32","1,956.19","1,973.63","1,949.89","","0.19%"
"09/15/2020","1,955.52","1,957.31","1,972.35","1,948.64","","-0.04%"
"09/14/2020","1,956.37","1,941.05","1,962.52","1,937.46","","0.77%"
"09/11/2020","1,941.50","1,955.20","1,957.95","1,937.42","","-0.64%"
"09/10/2020","1,954.07","1,946.06","1,966.50","1,941.42","","0.38%"
"09/09/2020","1,946.66","1,932.26","1,950.95","1,920.20","","0.81%"
"09/08/2020","1,930.93","1,930.05","1,940.84","1,906.67","","0.11%"
"09/07/2020","1,928.82","1,931.24","1,941.44","1,924.57","","-0.19%"
"09/04/2020","1,932.45","1,931.51","1,942.25","1,916.67","","0.10%"
"09/03/2020","1,930.52","1,943.06","1,951.19","1,921.99","","-0.62%"
"09/02/2020","1,942.62","1,969.75","1,974.45","1,932.76","","-1.40%"
"09/01/2020","1,970.14","1,967.63","1,992.38","1,963.20","","0.02%"
"08/31/2020","1,969.75","1,965.40","1,976.47","1,954.58","","0.27%"
"08/28/2020","1,964.49","1,930.04","1,973.91","1,923.70","","1.84%"
"08/27/2020","1,928.91","1,953.31","1,976.60","1,910.22","","-1.26%"
"08/26/2020","1,953.45","1,929.07","1,954.98","1,902.77","","1.32%"
"08/25/2020","1,927.94","1,933.06","1,937.69","1,914.42","","-0.23%"
"08/24/2020","1,932.45","1,939.24","1,961.89","1,924.01","","-0.36%"
"08/21/2020","1,939.40","1,947.44","1,956.08","1,911.65","","-0.16%"
"08/20/2020","1,942.60","1,929.53","1,955.44","1,925.12","","0.68%"
"08/19/2020","1,929.54","2,001.19","2,006.68","1,924.82","","-3.57%"
"08/18/2020","2,000.95","1,985.89","2,015.45","1,977.84","","0.78%"
"08/17/2020","1,985.53","1,947.04","1,990.65","1,929.74","","2.15%"
"08/14/2020","1,943.76","1,953.70","1,962.84","1,932.65","","-0.48%"
"08/13/2020","1,953.03","1,920.90","1,966.43","1,912.93","","1.84%"
"08/12/2020","1,917.82","1,912.00","1,949.45","1,864.30","","0.34%"
"08/11/2020","1,911.25","2,027.34","2,032.19","1,901.69","","-5.72%"
"08/10/2020","2,027.26","2,034.19","2,050.01","2,019.41","","-0.36%"
"08/07/2020","2,034.62","2,065.11","2,073.41","2,015.55","","-1.38%"
"08/06/2020","2,063.19","2,040.40","2,069.77","2,034.71","","1.17%"
"08/05/2020","2,039.40","2,018.98","2,055.68","2,009.77","","1.06%"
"08/04/2020","2,018.07","1,976.99","2,019.88","1,968.50","","2.09%"
"08/03/2020","1,976.70","1,980.98","1,985.28","1,960.40","","0.10%"
"07/31/2020","1,974.69","1,960.51","1,980.45","1,955.40","","0.78%"
"07/30/2020","1,959.50","1,970.90","1,971.87","1,939.67","","-0.55%"
"07/29/2020","1,970.37","1,959.60","1,980.80","1,944.97","","0.58%"
"07/28/2020","1,958.93","1,942.64","1,981.22","1,907.70","","0.88%"
"07/27/2020","1,941.88","1,899.99","1,945.71","1,899.73","","2.15%"
"07/24/2020","1,900.97","1,887.34","1,906.54","1,881.56","","0.75%"
"07/23/2020","1,886.86","1,872.39","1,898.40","1,862.80","","0.81%"
"07/22/2020","1,871.75","1,842.20","1,872.64","1,840.75","","1.64%"
"07/21/2020","1,841.58","1,815.89","1,843.89","1,815.57","","1.44%"
"07/20/2020","1,815.40","1,809.58","1,820.73","1,805.60","","0.36%"
"07/17/2020","1,808.90","1,797.30","1,812.03","1,795.11","","0.68%"
"07/16/2020","1,796.63","1,811.90","1,813.74","1,795.02","","-0.81%"
"07/15/2020","1,811.31","1,807.80","1,814.79","1,802.72","","0.21%"
"07/14/2020","1,807.53","1,803.19","1,811.03","1,791.46","","0.27%"
"07/13/2020","1,802.71","1,799.01","1,813.45","1,798.01","","0.24%"
"07/10/2020","1,798.31","1,802.13","1,810.76","1,794.28","","-0.25%"
"07/09/2020","1,802.82","1,811.30","1,816.26","1,795.82","","-0.40%"
"07/08/2020","1,810.12","1,795.27","1,818.13","1,791.62","","0.88%"
"07/07/2020","1,794.26","1,783.91","1,797.59","1,773.79","","0.60%"
"07/06/2020","1,783.56","1,776.31","1,787.09","1,770.13","","0.49%"
"07/03/2020","1,774.79","1,774.77","1,777.43","1,772.48","","-0.02%"
"07/02/2020","1,775.14","1,769.60","1,779.83","1,757.68","","0.29%"
"07/01/2020","1,770.01","1,781.60","1,789.48","1,759.27","","-0.60%"
"06/30/2020","1,780.67","1,771.90","1,786.02","1,765.35","","0.52%"
"06/29/2020","1,771.49","1,773.74","1,775.72","1,765.78","","0.05%"
"06/26/2020","1,770.62","1,761.82","1,772.12","1,747.67","","0.52%"
"06/25/2020","1,761.49","1,760.32","1,769.04","1,755.49","","0.00%"
"06/24/2020","1,761.43","1,768.99","1,779.61","1,760.80","","-0.29%"
"06/23/2020","1,766.51","1,755.26","1,771.25","1,747.43","","0.69%"
"06/22/2020","1,754.46","1,748.78","1,763.42","1,743.27","","0.67%"
"06/19/2020","1,742.84","1,723.69","1,745.36","1,721.18","","1.17%"
"06/18/2020","1,722.62","1,726.30","1,737.17","1,717.57","","-0.21%"
"06/17/2020","1,726.29","1,727.71","1,730.41","1,713.22","","-0.04%"
"06/16/2020","1,726.96","1,725.55","1,733.12","1,716.43","","0.14%"
"06/15/2020","1,724.61","1,732.32","1,734.53","1,704.31","","-0.30%"
"06/12/2020","1,729.77","1,728.34","1,743.16","1,722.57","","0.15%"
"06/11/2020","1,727.15","1,737.01","1,744.92","1,721.58","","-0.52%"
"06/10/2020","1,736.24","1,714.80","1,740.06","1,708.47","","1.28%"
"06/09/2020","1,714.32","1,700.49","1,721.04","1,692.20","","1.16%"
"06/08/2020","1,694.60","1,684.65","1,700.90","1,677.52","","0.56%"
"06/05/2020","1,685.23","1,711.81","1,717.25","1,670.74","","-1.48%"
"06/04/2020","1,710.62","1,699.89","1,721.62","1,696.90","","0.77%"
"06/03/2020","1,697.51","1,728.10","1,733.80","1,689.54","","-1.71%"
"06/02/2020","1,727.05","1,740.34","1,745.26","1,721.40","","-0.74%"
"06/01/2020","1,740.00","1,738.05","1,744.84","1,727.26","","0.79%"
"05/29/2020","1,726.30","1,721.70","1,737.71","1,712.53","","0.45%"
"05/28/2020","1,718.50","1,709.04","1,727.52","1,707.11","","0.56%"
"05/27/2020","1,708.87","1,712.47","1,716.37","1,693.82","","-0.14%"
"05/26/2020","1,711.25","1,728.82","1,736.07","1,708.30","","-1.04%"
"05/25/2020","1,729.19","1,734.61","1,736.01","1,721.45","","-0.28%"
"05/22/2020","1,734.07","1,725.26","1,740.07","1,723.62","","0.51%"
"05/21/2020","1,725.21","1,749.52","1,751.01","1,717.10","","-1.36%"
"05/20/2020","1,748.98","1,745.92","1,754.77","1,741.89","","0.30%"
"05/19/2020","1,743.81","1,732.31","1,748.76","1,725.66","","0.68%"
"05/18/2020","1,732.07","1,743.01","1,765.94","1,727.20","","-0.51%"
"05/15/2020","1,741.00","1,730.52","1,752.13","1,727.93","","0.68%"
"05/14/2020","1,729.27","1,715.63","1,737.41","1,710.51","","0.82%"
"05/13/2020","1,715.29","1,702.50","1,719.02","1,698.81","","0.77%"
"05/12/2020","1,702.14","1,697.04","1,711.79","1,693.17","","0.36%"
"05/11/2020","1,695.98","1,702.65","1,712.64","1,691.59","","-0.27%"
"05/08/2020","1,700.65","1,717.46","1,723.91","1,701.06","","-0.99%"
"05/07/2020","1,717.69","1,686.08","1,723.06","1,683.50","","1.90%"
"05/06/2020","1,685.63","1,707.51","1,709.34","1,682.28","","-1.19%"
"05/05/2020","1,705.96","1,700.82","1,712.90","1,691.45","","0.27%"
"05/04/2020","1,701.44","1,699.00","1,712.57","1,691.84","","0.14%"
"05/01/2020","1,699.12","1,685.95","1,706.53","1,670.06","","1.13%"
"04/30/2020","1,680.09","1,712.27","1,723.17","1,680.64","","-1.82%"
"04/29/2020","1,711.25","1,708.30","1,717.76","1,697.55","","0.22%"
"04/28/2020","1,707.51","1,715.31","1,716.04","1,691.63","","-0.39%"
"04/27/2020","1,714.20","1,726.15","1,727.93","1,705.68","","-0.77%"
"04/24/2020","1,727.43","1,731.57","1,737.44","1,710.21","","-0.23%"
"04/23/2020","1,731.33","1,713.56","1,739.74","1,706.26","","1.04%"
"04/22/2020","1,713.45","1,687.10","1,719.65","1,680.09","","1.64%"
"04/21/2020","1,685.72","1,694.11","1,698.60","1,661.39","","-0.43%"
"04/20/2020","1,692.92","1,692.25","1,703.46","1,671.49","","0.52%"
"04/17/2020","1,684.19","1,715.99","1,719.12","1,679.37","","-1.95%"
"04/16/2020","1,717.68","1,716.46","1,739.17","1,707.88","","0.11%"
"04/15/2020","1,715.71","1,728.80","1,732.27","1,707.71","","-0.69%"
"04/14/2020","1,727.70","1,712.34","1,747.85","1,708.55","","0.80%"
"04/13/2020","1,714.07","1,685.69","1,723.88","1,674.87","","1.49%"
"04/10/2020","1,688.90","1,676.00","1,697.50","1,676.00","","0.30%"
"04/09/2020","1,683.82","1,646.08","1,691.17","1,643.10","","2.31%"
"04/08/2020","1,645.77","1,647.59","1,657.69","1,641.94","","-0.16%"
"04/07/2020","1,648.47","1,663.03","1,673.55","1,641.89","","-0.80%"
"04/06/2020","1,661.70","1,597.50","1,669.97","1,597.50","","2.80%"
"04/03/2020","1,616.45","1,615.09","1,626.07","1,606.30","","0.25%"
"04/02/2020","1,612.41","1,590.52","1,621.15","1,579.04","","1.37%"
"04/01/2020","1,590.59","1,571.00","1,603.41","1,566.97","","1.24%"
"03/31/2020","1,571.05","1,618.49","1,626.27","1,566.23","","-3.14%"
"03/30/2020","1,621.93","1,622.00","1,639.61","1,608.72","","0.27%"
"03/27/2020","1,617.50","1,632.38","1,637.86","1,612.22","","-0.70%"
"03/26/2020","1,628.97","1,617.25","1,647.28","1,595.84","","0.97%"
"03/25/2020","1,613.29","1,628.19","1,643.05","1,587.20","","0.20%"
"03/24/2020","1,610.03","1,553.71","1,638.72","1,553.41","","3.67%"
"03/23/2020","1,553.06","1,508.15","1,561.48","1,485.10","","3.70%"
"03/20/2020","1,497.64","1,470.54","1,516.25","1,460.30","","1.89%"
"03/19/2020","1,469.80","1,485.90","1,501.05","1,464.18","","-1.09%"
"03/18/2020","1,486.00","1,527.70","1,546.22","1,472.86","","-2.77%"
"03/17/2020","1,528.28","1,512.45","1,553.26","1,465.81","","0.95%"
"03/16/2020","1,513.91","1,550.55","1,573.49","1,451.50","","-1.01%"
"03/13/2020","1,529.31","1,576.95","1,597.72","1,506.86","","-3.01%"
"03/12/2020","1,576.79","1,634.80","1,650.47","1,561.01","","-3.53%"
"03/11/2020","1,634.53","1,649.69","1,671.13","1,632.97","","-0.88%"
"03/10/2020","1,649.07","1,679.10","1,680.53","1,642.15","","-1.82%"
"03/09/2020","1,679.60","1,694.40","1,702.96","1,657.74","","0.34%"
"03/06/2020","1,673.85","1,670.58","1,692.10","1,648.12","","0.21%"
"03/05/2020","1,670.31","1,635.91","1,674.69","1,635.07","","2.13%"
"03/04/2020","1,635.45","1,639.76","1,651.65","1,632.06","","-0.25%"
"03/03/2020","1,639.47","1,590.77","1,649.55","1,587.86","","3.08%"
"03/02/2020","1,590.43","1,591.10","1,611.03","1,579.70","","0.36%"
"02/28/2020","1,584.74","1,642.15","1,649.48","1,565.86","","-3.48%"
"02/27/2020","1,641.95","1,640.55","1,660.57","1,635.65","","0.14%"
"02/26/2020","1,639.58","1,635.37","1,655.09","1,625.79","","0.27%"
"02/25/2020","1,635.08","1,660.72","1,660.86","1,629.10","","-1.53%"
"02/24/2020","1,660.42","1,659.05","1,689.11","1,652.37","","1.04%"
"02/21/2020","1,643.32","1,619.69","1,649.15","1,618.94","","1.48%"
"02/20/2020","1,619.41","1,611.71","1,623.79","1,603.98","","0.50%"
"02/19/2020","1,611.34","1,601.85","1,613.04","1,599.53","","0.60%"
"02/18/2020","1,601.67","1,583.44","1,605.45","1,583.09","","1.32%"
"02/17/2020","1,580.80","1,584.70","1,584.81","1,578.60","","-0.22%"
"02/14/2020","1,584.32","1,576.30","1,585.05","1,573.12","","0.52%"
"02/13/2020","1,576.09","1,565.62","1,578.24","1,565.53","","0.69%"
